rgn_id,year,value
1,2013,0.0426721028983593
2,2013,0.19792892313562335
3,2013,0.1612961803097278
4,2013,0.09701710566878319
5,2013,0.1767410765402019
6,2013,0.09891970367170871
7,2013,0.13448182605206968
8,2013,0.19006982408463957
